rank,term,bucket,severity,ov,wc,term_ok,infographic_url,reason,ocr_preview
415,Runoff,passable,0.8182,0.1818,19,true,/infographics/runoff.png,"moderate_overlap(wc=19,ov=0.18)","E> Runoff = Rhewf 0 ® d Water msm rain a clapn nnst Braet yo lend eretzsbse and sen"" eass eushnwrs- ach- miiize and yoh- etemt iite a pply."
416,Assam,passable,0.8125,0.1875,20,true,/infographics/assam.png,"moderate_overlap(wc=20,ov=0.19)",Assam VA [uh sam] A trreng plack tea sighs leltas tigh ivr hoalk te.tem Anil la own fier many hiald tral fusice: and good performated with
417,Grappa,passable,0.9,0.2,12,true,/infographics/grappa.png,"moderate_overlap(wc=12,ov=0.20)","oO I"" tasdssczen) R Grappa is an Hailan GC: 2 pesents oulm 4X) thelfbul Tom the inkes cragtio, and 7] avnen bitt after winemaking."
418,Liquor,passable,0.9,0.2,12,true,/infographics/liquor.png,"moderate_overlap(wc=12,ov=0.20)","| [ Liquor { lihoé \ oor is the — \ Eenugh's keaf, SX averting the Huda tack £ dor, rether than the dry keaf."
419,Viscosity,passable,0.9,0.2,12,true,/infographics/viscosity.png,"moderate_overlap(wc=12,ov=0.20)","/ . . Viscosity <0 072Ji0s109 Apperem tiichnces of prazthot t he glass 8) infiacernq ronsilo by Anchili nimer extract, and tempentiu"
420,Yield,passable,0.9,0.2,12,true,/infographics/yield.png,"moderate_overlap(wc=12,ov=0.20)",-— Yield Hy ([114) 0 The bleverage EE dsestior @ourne prodused from & a grees coffee dose during breanng of expresco extrect:
421,Bovine,passable,0.9,0.2,13,true,/infographics/bovine.png,"moderate_overlap(wc=13,ov=0.20)",Sy BOVINE [aouvaing Weaeb det wid 3 / \ fan conilc [—— A dazio drasimilk . ar icbiry pradusts a made from cmilk.
422,Flush,passable,0.9,0.2,13,true,/infographics/flush.png,"moderate_overlap(wc=13,ov=0.20)",\ — =(_ Flush 77 \ (The old) AN A dioifrch sascand 4 growh cnde C—— of nisit of chtoots RN (= and the me you aoauw thow inat growth.
423,Mastitis,passable,0.9,0.2,13,true,/infographics/mastitis.png,"moderate_overlap(wc=13,ov=0.20)",\&-~ Mastitis ) SQN [mt-siaily-ns] Mastincat. utorimation of the enlaar thu conlpter and-eadi compestitons ghecre and processing performencs.
424,Proteolysis,passable,0.9,0.2,13,true,/infographics/proteolysis.png,"moderate_overlap(wc=13,ov=0.20)",—— Proteolysis EN (Wwew OV r Rtss) Proteolesis ia the lraam Clioo on with ~~ pecitorig neasides a and watter a the dzring pucitasing f aivuegx to fermentation.
425,Roast,passable,0.9,0.2,13,true,/infographics/roast.png,"moderate_overlap(wc=13,ov=0.20)","QU — 2 Roast N= tone The controlled {Sr acditsmess of next P= in greap ocitios to RR N seshise, \xoire — aclizat ler color, and fievor."
426,Amylase,passable,0.9,0.2,14,true,/infographics/amylase.png,"moderate_overlap(wc=14,ov=0.20)",Amylase Isheagrnisit. Autowanareded breaks dones. fihperand bwdtk aghs to deer and hanking uilushirg making dod meazing.
427,Aquavit,passable,0.9,0.2,14,true,/infographics/aquavit.png,"moderate_overlap(wc=14,ov=0.20)","Ea Aquavit Jokvawty/ Aquaal: ba AQVAVII Saood nosion distiled ; aad f The iand broatd ; PZ with paniiecs, naid and other bojonicab."
428,Silica,passable,0.9,0.2,15,true,/infographics/silica.png,"moderate_overlap(wc=15,ov=0.20)",(] e © = _ Silica Owl} fone! EF = Dissollenan dlicen (0) carmarsndy that are wiah stexsftale © witih a frfdy cartnirr. and exrher ncudshed in certain waters
429,Ctc,passable,0.9,0.2,16,true,/infographics/ctc.png,"moderate_overlap(wc=16,ov=0.20)",Ctc crush tear curf a mackins prea: > | they wiies antn! o =) wi igrry prefee. tar dye« rising an: conastent infuse:
430,Recharge,passable,0.9,0.2,16,true,/infographics/recharge.png,"moderate_overlap(wc=16,ov=0.20)",711 Recharge ] / 0) vig [dy The process by which tntiser+ronte Eel arftolenenniert own 0) o chlo.tmnres tor veurter or grourrshuder riearve.
431,Barbera,passable,0.8,0.2,18,true,/infographics/barbera.png,"moderate_overlap(wc=18,ov=0.20)",Barbera ibarbera/ Hoilan blacs grape terwesl to scape celler tailones revers and natuaily high schide teeir supperty clerent traft-driver wines.
432,Simcoe,passable,0.8,0.2,20,true,/infographics/simcoe.png,"moderate_overlap(wc=20,ov=0.20)",<> Simcoe ZEN / \sin kact / PN Slapuld’a on 5) olv:ctade shop seabse pranat for pani draiwas ( tiacy ottke's and ) clare-awaeang cesoklan eisrniice many modom styles..
433,Uht,passable,0.8857,0.2143,15,true,/infographics/uht.png,"moderate_overlap(wc=15,ov=0.21)","J==\ UHT Utita high. cuente and. ho the mrilinng your, extesionally rauivemert i: and Wty vihiroad cloofi life to cnntkesioal extiable perckaging."
434,Pilsner,passable,0.8857,0.2143,17,true,/infographics/pilsner.png,"moderate_overlap(wc=17,ov=0.21)","Pilsner {pitemen) Pelcger to 5 pale : mzer male vused. for Wight, loge hstmueuans a wtop | Poey&enianion, profile, and a righty antenvuated riniad,"
435,Potstill,passable,0.8857,0.2143,17,true,/infographics/potstill.png,"moderate_overlap(wc=17,ov=0.21)",Potstill f pot ssi A poirstill is a batch vietewss to dentien that groventts producece yrone chativient to puist meV highty iacma‘ie continiadle stills.
436,Manganese,passable,0.7857,0.2143,19,true,/infographics/manganese.png,"moderate_overlap(wc=19,ov=0.21)",Manganese = [hiteragandper]) o xutraze metairhar ( cxf exefic mivulic pofala [seval praass LA and techaneal sares * - when corbss: treaitions » risw above distinable levels.
437,Mourvedre,passable,0.7857,0.2143,19,true,/infographics/mourvedre.png,"moderate_overlap(wc=19,ov=0.21)",vd Mourvedre \ 9 frrorer NAY d miy' CX) Mdlcolucenngt black @ DP gante brondfino JD) ond no ck cooniy winds COD end yoru that wfitt CO gars and rantient J gamey notes
438,Plucking,passable,0.7857,0.2143,19,true,/infographics/plucking.png,"moderate_overlap(wc=19,ov=0.21)",Plucking «gue laiing! plucking is the bewred sloo where | wahkes or heclren soirged adernes buolyand feaver according tes the nlf tend tee blyle.
439,Porter,passable,0.7857,0.2143,19,true,/infographics/porter.png,"moderate_overlap(wc=19,ov=0.21)",Porter Agentorrv Paney is a durk beer cuile toun go Gas bang icausciigo. eaap. the ceelld vou harlt ydu nest balk do to full bady.
440,Gyokuro,passable,0.7857,0.2143,20,true,/infographics/gyokuro.png,"moderate_overlap(wc=20,ov=0.21)",) ) ) Gyokuro 250K8 NI 8 903 20-3 atury's Sterohta depenese budkina steasrago amd high aveasnt aroiuchse sutnrice baby gunttii ane sempaiinted blacking style.
441,Hefeweizen,passable,0.7857,0.2143,20,true,/infographics/hefeweizen.png,"moderate_overlap(wc=20,ov=0.21)","alin Hefeweizen (HEY 4\lluiay degbn) + An unhliered Cerman ueuat cle mesgbloue fi + high carferedion, clow: | wilarnagnas, sirid perar chlven cater-a-and clow SE character."
442,Ovine,passable,0.8778,0.2222,11,true,/infographics/ovine.png,"moderate_overlap(wc=11,ov=0.22)",/ \ Ovine @)—Y | Touwainl : | OF divored mor | clrever daa. a cininigditH os Qa | clwisarnusas — mimhstrom. stieepts milk.
443,Washback,passable,0.8778,0.2222,13,true,/infographics/washback.png,"moderate_overlap(wc=13,ov=0.22)",{ ( WASHBACK ll [bealy loch] A eocoll where carrt on dan loautrozs a rco olabofollc [ustul befote dissilation
444,Puerh,passable,0.8778,0.2222,14,true,/infographics/puerh.png,"moderate_overlap(wc=14,ov=0.22)","(fralk Puerh wi |] > \ /""pvverr/ — m ' Pueth is a pest: == + ( ( proaeniddtio»s trai LL tunfaa, viza can of Aguil an ispensgtim is often anagemu for storage and tre"
445,Americano,passable,0.8692,0.2308,12,true,/infographics/americano.png,"moderate_overlap(wc=12,ov=0.23)",Americano 5 [uh-meh-ruh-KAH-noh] \_— An espresso- based drink made by adding hot water to Sip Studios - Sipopedia
446,Chinook,passable,0.8692,0.2308,14,true,/infographics/chinook.png,"moderate_overlap(wc=14,ov=0.23)",Chinook Fortirtd An Anerican hop verlety this-inndtioacd mparmral pric conviniotti [3Coib. and thie benessiés to hop-forward bests.
447,Hue,passable,0.8692,0.2308,14,true,/infographics/hue.png,"moderate_overlap(wc=14,ov=0.23)","O.. Hue (hiar) The specific shade ofaway wamr with qualidcts, dange, ornewul sutfuli!, dbreuhilnala:d raaimmy and process consteanay."
448,Lauter,passable,0.8692,0.2308,15,true,/infographics/lauter.png,"moderate_overlap(wc=15,ov=0.23)",Lauter ~~ [citer ~~ To eeparate sweee m SAIET MORE from the spent XY gretribed wher V2 mushing. soually t lagter tun or mast Oo fitter.
449,Veraison,passable,0.8692,0.2308,16,true,/infographics/veraison.png,"moderate_overlap(wc=16,ov=0.23)",X1 Veraison [vaivesean | Oreutk of sperting choor glieine cortert agiencags sugar and darage color thom goar to their nature hee.
450,Conditioning,passable,0.8692,0.2308,17,true,/infographics/conditioning.png,"moderate_overlap(wc=17,ov=0.23)",Conditioning <> cH ® MAUI JOM CunZivening is he 4 wisae'hbin: diiass amemaivane I'eausrvuglips when lowe martleer coecnwattor shatnloess and 2nryenynr. Power compounds.
