rank,term,bucket,severity,ov,wc,term_ok,infographic_url,reason,ocr_preview
77,Dry Extract,bad,1.35,0,17,false,/infographics/dry-extract.png,term_not_detected,| | i FOERR Mic 'ssand to the voun. { ( apgvate iowhby ascireting { . exomsstaninng ane boay and] pms ricer by wvat tioin\dndanay coeky and remaznnathen
78,Gross Lees,bad,1.35,0,17,false,/infographics/gross-lees.png,term_not_detected,Ba Losd's serdarer tha garulideuer fax «rie and xed the giie#t frece and orio actetenrbito sunirii tinhly bo.vinar ned came with rrates.
79,Gyropalette,bad,1.35,0,17,false,/infographics/gyropalette.png,term_not_detected,597) Gyropalett Q NollvAuGostliec \ dt nes Premraala sighing sep >) q ceed: dadilema yrinfi SN fizplrrectirelmhrdec at vons aicne iprria sor hecera dagzrgamett
80,Hardness,bad,1.1,0,17,true,/infographics/hardness.png,"low_content_or_overlap(wc=17,ov=0.00)","Hardness < [ trenease/ Ee A insipects of attociund calcrum ""nD | ard inguad unrt titd the eveell iettiars proa excasdes and havie will waver fists in the mo.."
81,Liberica,bad,1.1,0,17,true,/infographics/liberica.png,"low_content_or_overlap(wc=17,ov=0.00)","Liberica #0 Egohiimg A mate scuppsity with bang: basedtal store and aabevsfex otliing. voarnrly Costed, huat NN diffcle, prudty fraim smetles and eclicials"
82,Maragogipe,bad,1.1,0,17,true,/infographics/maragogipe.png,"low_content_or_overlap(wc=17,ov=0.00)",\\«~ Maragogipe 9 Cyn oOLiits) An unclogs fodiation cazegraml| fi rcammisi pese dissen. Les Ouinir ndiverttable stip quelli ~~ dispanding so \ XZ cutlivation and react:
83,Nectar,bad,1.1,0,17,true,/infographics/nectar.png,"low_content_or_overlap(wc=17,ov=0.00)",J—A NECTAR oa (maktor) é | | A ucce fereroge me whatito Haueing —— nesshe the voles AL ==] 3isé snme obal. oN i | comtoctanl \ | semrencring to | soich o dmnable «J heuvonand belowedtlevas
84,Reduction,bad,1.1,0,17,true,/infographics/reduction.png,"low_content_or_overlap(wc=17,ov=0.00)","Reduction < /It dultyoal Lircener.oivygen conditus 0 a Tuls nahd for wne ¢memzed a maude. /' > suber gxitleed, a trase 2) sack ce sheck him or rul"
85,Refreshment,bad,1.1,0,17,true,/infographics/refreshment.png,"low_content_or_overlap(wc=17,ov=0.00)","Refreshment (2% TLogrboll) This mevery arfect of aarcrer suoian frorte adiitred podir geanshing squen, rmiuac/. uuspommsalze asculity arenits, and cloas rioush."
86,Tannin,bad,1.1,0,17,true,/infographics/tannin.png,"low_content_or_overlap(wc=17,ov=0.00)","V2 Tannin = /Tanh/ foe Phenple compoune torpnsit. int sbarts stanes, and and bloly ciunt harces bolldrness, elf-sanp and ageoer thy grif"
87,Viognier,bad,1.1,0,17,true,/infographics/viognier.png,"low_content_or_overlap(wc=17,ov=0.00)","Viognier Convneus gool Adrteser withe graps goihing im hre csed mIrpusss most fyey, friadl natice and specciol moanas resdity."
88,Yabukita,bad,1.35,0,17,false,/infographics/yabukita.png,term_not_detected,N 7 vabukita | [yer-smo likee -tist] 1 TS. Nourdes to the Blonnbec ditrandns de coppics Ooropuede hnelisre:te: V) piraes 221(and your wi and a lottebracc lendilic heror profille.
89,Aguardiente,bad,1.25,0,18,false,/infographics/aguardiente.png,term_not_detected,"\ [] Aguardient (84 -grardindeesSN 32), Aguastlenra is d blcai] ivenanaw. sberkth gaosts figowise ausedeivy efig'a As. dns virests sba naatee olal ecamettinas Ravame amse."
90,Arabica,bad,1,0,18,true,/infographics/arabica.png,"low_content_or_overlap(wc=18,ov=0.00)",Arabica ( crestalles’ QQ A soffers poicess witte th extireniher invairdions fot girving Brondrss nag wiitth preveecby aed for lsinicking profesmest on migher ewnmements.
91,Chiller,bad,1,0,18,true,/infographics/chiller.png,"low_content_or_overlap(wc=18,ov=0.00)",& Chiller d [chly-et] Intircatizss hot specity lasite'wiine waunetire and wii |ipice driagn szpccolad To a grem dreh@nnce of caso mtaclionl pecnls. -
92,Coldpress,bad,1,0,18,true,/infographics/coldpress.png,"low_content_or_overlap(wc=18,ov=0.00)","EEE Hin ER a Coldpress [F=ittli year) mm A xorvebldedation / \ sochutiens, nd pice flecticl plaalsing, with snecdpre L. hane ovouinay notthog oN frrom arorie, sot or, and loa"
93,Degassing,bad,1,0,18,true,/infographics/degassing.png,"low_content_or_overlap(wc=18,ov=0.00)","[J / Degassing fr mud ald iE This relesta of diridled 1C0Minne titttts mare-thd — 1800m gired lleas W— D 20349 aeBluyam Vreab/Iuidys, retess and puesiazy stiesanls."
94,Desalination,bad,1.25,0,18,false,/infographics/desalination.png,term_not_detected,vo Dooalinat > . esalinatior 0 A Fu deinrtinoif Ithoverrnica The abdddyy of dtocor hite NNN utillrk <rmi-oisavrdinmmens porriaty og exmrasw she aher fuodesrd tor shecking NNN
95,Ibu,bad,1.25,0,18,false,/infographics/ibu.png,term_not_detected,"=) BU Latte You! OU rrepce taic cordbnst, bnbhpege, diete guil tusleg euz Du itommandcan ei tevordliés quilh emsacueit Béih pratiimret your Efherrees.."
96,Isomerization,bad,1.25,0,18,false,/infographics/isomerization.png,term_not_detected,"pou Isomerizatio O CW Abairze lore atmerrhel lupner seatiun is the mist drinxtinotmlr anvatlingyv alplfe o a-Udires tube getible waulla he nacls \%,5/ during wonl bellling."
97,Microfiltration,bad,1.25,0,18,false,/infographics/microfiltration.png,term_not_detected,"elo ® ® LO . © ° Microflitration = Latclse, ccoimliarm Micaefination’a. insosase & oarrousing expirmemrt & chamots. detalce and bagic ourttious. foeor atfovatie. exsfluding. mast blase and compoverts."
98,Remineralization,bad,1.25,0,18,false,/infographics/remineralization.png,term_not_detected,"[] Reminera- lization Branpe soceshur, Ify Riir @ Narh The psst-eeshment addiiom a inikonution at vwaruvae o plniny addrrite, acumenus onivhzae fromi measive purficatiors."
99,Teroldego,bad,1,0,18,true,/infographics/teroldego.png,"low_content_or_overlap(wc=18,ov=0.00)",Teroldego flier unploget Alone baces grays €00Ss niremen produimg praply aclered nusme with put tann bust cumy* and ruslic tamin.
100,Bobal,bad,1.25,0,19,false,/infographics/bobal.png,term_not_detected,"Aoor bott! Sleceunr basct-gappe manga ser brireg. wvoere. thas kssty: aclren minco anor, nabdie r vienloole afaily, poythoran& new whisH."
