rank,term,bucket,severity,ov,wc,term_ok,infographic_url,reason,ocr_preview
111,Labeling,bad,1,0,20,true,/infographics/labeling.png,"low_content_or_overlap(wc=20,ov=0.00)","(EEE A Labeling JUCE @ialearity -_— The prorker gientification @= will. cormmitio.e swalibls | — ra akles san;gand s-ecking = 3 : néturs cao-okvileg, st nees. darrs regiuta tary. detaloe"
112,Ozonation,bad,1,0,20,true,/infographics/ozonation.png,"low_content_or_overlap(wc=20,ov=0.00)","[J Ozonation Lammer veas{aied A A menmmmed, mothed mang gahins Let to \ catuee modic/areiuse aami l[demem, veone aeround nanang enel- ry dual.reatilucl."
113,Pumpover,bad,1.25,0,20,false,/infographics/pumpover.png,term_not_detected,] P SEE umpover Prine I1em fel 20D [ ravsurmtiucatzompuis 0 ©9 0 Cu tnnat do sulptus © © ¢ sele cam Buue ced mid 9 x Q ucime In sinir de ess? © o dis aaisinstion Iss
114,Scoby,bad,1.25,0,20,false,/infographics/scoby.png,term_not_detected,"finn | , 2F Q A Svod,(ce-dvent sd, vieorm wiik S11 borvsidy wlemlyse lay ~rcasipion gluval hroty hogncy tagnosoriozded Aleal necwacts lr you tg. uid evatinstallsion dlvms."
115,Horizontal Press,bad,1.25,0,21,false,/infographics/horizontal-press.png,term_not_detected,a ° = Horizonte ou = 5 > = 0 : “9 rel ress LS Fa A re *.0 ely Yoor-bomaliol bros Vr Suelmxify presxded. auosi [Cems conge 102 poacrle-teno ) soloao Ino-sernet- plag; | sernoidy prondeed plaesi expreastertimial proviaumr
116,Jura,bad,1,0,21,true,/infographics/jura.png,"low_content_or_overlap(wc=21,ov=0.00)",0 \ Ud A- Jura : \. Izhyur-dhl | Coant piomm tunsch rogge arutim teia f= \¥ = aimifbos. preat. r V) : 7 a 01gpToy amenpam mam. enracermit iziene p= ted guwosaiar miad — trum turor net.
117,Monastrell,bad,1,0,21,true,/infographics/monastrell.png,"low_content_or_overlap(wc=21,ov=0.00)","Monastrell Jost roloe if bbais Lor men, anant ta Imotcedlit hatce nalle Inbety onma-ut me y’ laecollarsing mact mans.o adr Mrntilet cateet helo die mecit."
118,Trebbiano,bad,1,0,21,true,/infographics/trebbiano.png,"low_content_or_overlap(wc=21,ov=0.00)","\= [J 20 Trebbiano 5 HW, SOWIg LHON CUED) know leraity of Listism (COR caitth anntrestw aaisity Cd coxpm ito phessi reality 2 ueul sear ol anldty O) ~— oether from bising erens <"
119,Ceylon,bad,1.25,0,22,false,/infographics/ceylon.png,term_not_detected,y /Selion/ (( CoyHé rip tioy iredirional roum sroantie oms freon lor gatienuvocr avier eniking eutnuy you emilay Tengoiare any: lor usler use grown bisb.
120,Drain-and-Return,bad,1.25,0,22,false,/infographics/drain-and-return.png,term_not_detected,"dl and-Return Bionhcrarre 1 Bide 020 Rubesaterde muded mand, eal cocoynac:thiswan fal pitls \ . puooraarinito: ang go aileatty i 0 frdenerwrssvmatiEz ow any memcoadudimgieane kance finenaorte/naidable. odsweutisa,"
121,Gueuze,bad,1.25,0,22,false,/infographics/gueuze.png,term_not_detected,"arm [e= igencd Eerau dua sl blaxgin d deois sem roiro ad puie qua J quasecaeet, igssum aws g eoiiimewls Isdorenqus: ‘ qu |dristet dob asa laatyie wy. J-\ comptntuty naenis prada. ee ,"
122,Hydrogen Sulfide,bad,1.25,0,22,false,/infographics/hydrogen-sulfide.png,term_not_detected,2) ) ) Hydroge Solfide Fwmnlmergim Suffead! is yournar suteplia yak shiday. Acoepue ad here mepyeminay yon it body bra softeof crianvy bew rmssinems bie nntrildiks3: a your fo mme
123,Longjing,bad,1.25,0,22,false,/infographics/longjing.png,term_not_detected,N\ /) x) // I ° \VZ4 Longling EE — le Htarnaynota ww ) sowet rour chajgay Vin) younirec helk 1 ctkope RN peble your fnmait end ureilfic cosoco grying Nev vpoac and anaay aboulzer vieoitution
124,Purity,bad,1,0,50,true,/infographics/purity.png,"low_content_or_overlap(wc=50,ov=0.00)","+ : + 1 Purity <2 1atard A pvreend onesies @paouieicins: hla [ yersdredli-Erore; wun vid aBoenlis blaind in sithe nd a iliocei pump L amy ing. beatoas, taissate? i-;and // lhaivert diz fue ot.n atria ec aeain iasy werfzi"
125,Elevage,bad,1.0375,0.0625,16,true,/infographics/elevage.png,"low_content_or_overlap(wc=16,ov=0.06)","[4 A Elevage {Ro am ——l This consecion plasse. (ff fF/\ exleazel Imsaqration ‘fg | autpadugu nom. \W QB \/ mue etabd cem N\A inszure, ourd ecgivm, Oa expazene cupizr xdejas."
126,Tippy,bad,1.0375,0.0625,17,true,/infographics/tippy.png,"low_content_or_overlap(wc=17,ov=0.06)","Tippy Cliped TabRratrensisiles ssnoith acmmusted tie fort her elan viily-os:ecimtnits ansauire marmmines, and noality giveo's or aheray and excerts,"
127,Adjunct,bad,0.9375,0.0625,18,true,/infographics/adjunct.png,"low_content_or_overlap(wc=18,ov=0.06)",[ J] Adjunct iz (@72riniD An ablonic plany baonvaeads oe muponful beaning clate yolos tonsreveses— wily moe in 10dAalty fane. IImc egutas ip ma orpniease perfonmerics
128,Biluochun,bad,0.9375,0.0625,18,true,/infographics/biluochun.png,"low_content_or_overlap(wc=18,ov=0.06)","NY Biluochun flaee rerazve chound =P Biluochan is a Chiess | gtinaszandl lightly Og cortcist ene ffosmn to derrouystily vespaorcalr, prormou aimtba, and liwey flord characier,"
129,Orthodox,bad,0.9375,0.0625,21,true,/infographics/orthodox.png,"low_content_or_overlap(wc=21,ov=0.06)",\ NA 0 Orthodox pl /50rhadd@in | X05 Orthodss insloribes by od oe! lnerererwl inaw a ays promtitelsfoasing vallng paolerming inotness tho pactive soge wiring rial deaterze mar ETC proceising.
130,Brut,bad,1.0333,0.0667,14,true,/infographics/brut.png,"low_content_or_overlap(wc=14,ov=0.07)","/brut/ [s undiertibas an bocaining day paskiiin ercnart brieives n ste rmntboh traileag wppriteclly sitep, spanking stish."
131,Moonshine,bad,1.0333,0.0667,15,true,/infographics/moonshine.png,"low_content_or_overlap(wc=15,ov=0.07)","Moonshine conser ipsumol uommaat ipsemun cupcrauae mal nerdd 1psaum corit, imercesa sliebier - olor pam coasaa:m"
132,Bock,bad,1.0333,0.0667,16,true,/infographics/bock.png,"low_content_or_overlap(wc=16,ov=0.07)","Bock Jaially y 7 od ~ Sarrrcenriaumg \ rEddrosl colar dovan ad pourteuinia met wape, sabnsziyul. J< rfiah cennnruor ada —~ yanuzira soiavmr immplacenc"
133,Sangiovese,bad,1.0333,0.0667,17,true,/infographics/sangiovese.png,"low_content_or_overlap(wc=17,ov=0.07)","Sangiovese heartg ir Ma ~g56 Way Is nost arfans A plessingr dtwvis grane feaven ad howe shcny narte, the expicity and oovmacbulk agratad expression."
134,Bancha,bad,1.1833,0.0667,18,false,/infographics/bancha.png,term_not_detected,5 /'bartcled/ Bencha is a leter-harv anaaaims neger ne oréomulto naple foeo there nepide leavscl d affening a-gn<atn oor aroma averyday cup.
135,Yogurt,bad,0.9333,0.0667,18,true,/infographics/yogurt.png,"low_content_or_overlap(wc=18,ov=0.07)",= Yogurt Sap Firingevd : Yourtt is a outured | and be git't O inacity tife smdy by arroverd big = moansne cr tir she telst volrity a cleen can Theaiver.
136,Cultivar,bad,0.9333,0.0667,19,true,/infographics/cultivar.png,"low_content_or_overlap(wc=19,ov=0.07)","Cultivar thoikz tuh vah fl A agulmenad plane ealerlire damntetinny tui tueble hane cant ut disut sacena sur diseut, sttrentotry ot diseaze taleranele"
137,Hojicha,bad,0.9333,0.0667,19,true,/infographics/hojicha.png,"low_content_or_overlap(wc=19,ov=0.07)","Hojicha 7 Thoh jae ohah]| Holicha is a nazdiarl poppahdiles otiaull naaic nom parolia, ol."" enans and Fean tor braun adins Tee bittemess and fea"
138,Kukicha,bad,0.9333,0.0667,19,true,/infographics/kukicha.png,"low_content_or_overlap(wc=19,ov=0.07)","[J \ 7, Kukicha Host Yous fintoirp bulaing ab a agorsierw \ toile asceairery ensro do: pom whdiy and NN iriga ploeie ihaip a ~— l1gUe, nowotieaonldy riiti oapano cioenomo"
139,Vinegar,bad,0.9333,0.0667,19,true,/infographics/vinegar.png,"low_content_or_overlap(wc=19,ov=0.07)","© a= Vinegar p= Phiinger| AY. Aiseperte eenor acerie NN 1 boges saomdur ganto | guinz nmoc omnowrs : I posimt, touix ernigunat, | aut, cowmerto cinsersus a acon canmmuru [Eo a RA"
140,Monsoonal,bad,0.9333,0.0667,20,true,/infographics/monsoonal.png,"low_content_or_overlap(wc=20,ov=0.07)","1r777/ ((¢ Monsoonal fle msana i bio linuul thius.eczne mooths, when wou an pole thouigh tht yousim, sho odacy onu gruo ploeet."
141,Fruit Set,bad,1.2786,0.0714,10,false,/infographics/fruit-set.png,term_not_detected,"Fruit Sel ) /[1¢? 8a?/ @) A Foull 3 is the stagp alfkr flowesing rincy ©), fexcliti h fl Aig Pe dl tt Aftesti O re"
142,Anaerobic,bad,1.0286,0.0714,11,true,/infographics/anaerobic.png,"low_content_or_overlap(wc=11,ov=0.07)","_ Anaerobic [] [an-uh-ROH-bik] A process or condition occurring without oxygen, Aftan 1icad in Sip Studios - Sipopedia"
143,Nebbiolo,bad,1.0286,0.0714,14,true,/infographics/nebbiolo.png,"low_content_or_overlap(wc=14,ov=0.07)","Nebbiolo - /ne bisalo / Fiedinarmon biacke guaas paaducing pa vat pormaurilt nevica marked to vightaress that vadhy, and cong patfume."
144,Roasting,bad,1.0286,0.0714,14,true,/infographics/roasting.png,"low_content_or_overlap(wc=14,ov=0.07)","- : = [J Roasting /woustin/ A Lairn REE) Paseremiciasual Sergrann saviear, coating. Wids with SNE Rattitals rearty of daseniationQ: kreevenier."
145,Barleywine,bad,1.0286,0.0714,16,true,/infographics/barleywine.png,"low_content_or_overlap(wc=16,ov=0.07)","(on) i Barleywine Fleinldnanhy ~—— — Avelty naving ask: for word [ absytsags, with roorb and rebaalll contpaman tlae markosas with conttrantial | arying putientiial. CLEA DO"
146,Enzyme,bad,1.2786,0.0714,16,false,/infographics/enzyme.png,term_not_detected,20N2\PRY > A Intertiorid procein selppe Ii bimpienentine eT 1A pronfupatiru egotan J prrre 12p0roNn léecuna: pahd. nds no wonnro ar nena reduction.
147,Eutypa Dieback,bad,1.2786,0.0714,16,false,/infographics/eutypa-dieback.png,term_not_detected,( 3 7 x Eutypa N Dleback (Jurfalliol 9emollr labett| & stor | to tuty seulairts you Eenrove/ h @ sotuiite with your wht compe that Cuany with tind.
148,Caturra,bad,1.0286,0.0714,17,true,/infographics/caturra.png,"low_content_or_overlap(wc=17,ov=0.07)",Caturra [fack.Y OG wibl] A empornt in when Inpdiatar trhu eclie eas yeu Yosoaualge ourtry-mouwee iniasing puiacisea of to chier ot growth seicle
149,Fermentor,bad,1.2786,0.0714,17,false,/infographics/fermentor.png,term_not_detected,"= ) | ¥ Fermento = eS > J / TD nrrarotppe? Afoumenzer is the wmitho, } videas there 7 eezing witth crngent ¢wi tobpety — 33 blorpeatia sath) 22-96 yp anch snotus on teiure compounds."
150,Genmaicha,bad,1.0286,0.0714,17,true,/infographics/genmaicha.png,"low_content_or_overlap(wc=17,ov=0.07)",< Genmaicha Appermajved. \ Comnustion's terrence tHe Yoehete will meviol N) sare motting icrearty. S Uiills pionee tnth whyles 3S greary greenthis noite.
