rank,term,bucket,severity,ov,wc,term_ok,infographic_url,reason,ocr_preview
479,Shincha,passable,0.7143,0.2857,19,true,/infographics/shincha.png,"moderate_overlap(wc=19,ov=0.29)","Shincha / sin Nyls/ Sticudle means new. ( ( ( fuy and teffor *wpne intileess peecred Yourmose:for antammsee poyed i'ea fecinniers, ukalse-- ness and wind aroma."
480,Ultraheat,passable,0.7143,0.2857,20,true,/infographics/ultraheat.png,"moderate_overlap(wc=20,ov=0.29)",Ultraheat I'drt whost? Very nigh hem perature lterrzta but wvaceft rapidly lievern- re obial tlat and exncver..bary bever age sheff life.
481,Typicity,passable,0.8,0.3,12,true,/infographics/typicity.png,"moderate_overlap(wc=12,ov=0.30)","o | Typicity BE Astigiznty? Degree to which aszlagnemee 2 the aapeoted ® chansires of tte feo] cmomerligsi — IS"" regioh, of style."
482,Artesian,passable,0.8,0.3,14,true,/infographics/artesian.png,"moderate_overlap(wc=14,ov=0.30)",(ws | ° Artesian li letim joan) a Water from a confined \ _ | cemterwternatrstind slecikrel uscher it to fai PRER3 loule rergaore in a well or oultet.
483,Creaming,passable,0.8,0.3,15,true,/infographics/creaming.png,"moderate_overlap(wc=15,ov=0.30)",yi Creaming ] Chriemity Chiaming Garte mnaenth den e:mata of rind be dusing emacting mopr comnnut. relter top layer.
484,Brandy,passable,0.7,0.3,18,true,/infographics/brandy.png,"moderate_overlap(wc=18,ov=0.30)","i] Brandy Flouimiy i Bramly is a sunlit 6 matuligh care whe ~ a or other mnater J\_, cot fuml pare TT TTT ane Cldlcage fwrad in oak. Bin A \\/"
485,Riesling,passable,0.7923,0.3077,14,true,/infographics/riesling.png,"moderate_overlap(wc=14,ov=0.31)",J (J Riesling [reez-ling] High-acid aromatic while grepe sspcli axprecefigerh aFe | 2ssoz wiuks from dry to lusstously sweet.
486,Chloride,passable,0.7923,0.3077,15,true,/infographics/chloride.png,"moderate_overlap(wc=15,ov=0.31)","CHLORIDE (cv) Tovoreain >. ~~ | Adissclved anion : ~{ tas can Ydiaes uate: LQ ie seem-tourden, o- Lo asserner ant fuller, X while o-cosaive levels tasto-sally,"
487,Haze,passable,0.7923,0.3077,15,true,/infographics/haze.png,"moderate_overlap(wc=15,ov=0.31)","Haze [heiz] = Hase Is visible ~ torfiellly, in hear ol cavsed by actpe = vvase, bvopc &, polyphanatc, est Cf or other particul matter."
488,Jasmine,passable,0.6923,0.3077,19,true,/infographics/jasmine.png,"moderate_overlap(wc=19,ov=0.31)","$S \ Jasmine ERNE ob >. oO: | Jeanine has is tea Ve sounved tuch gactine | blossama as the fikwte cup ovme. forve cup virhoian ricoondg 63de Syrupy haworing,"
489,Filtration Cutoff,passable,0.7667,0.3333,11,true,/infographics/filtration-cutoff.png,"moderate_overlap(wc=11,ov=0.33)",Ny Filtration Al f x= Cutoff (“9% waxldevilloct 8%) The nominal gone size tiurasioie weré to ravacy dertidtlzs To inforahas during winor
490,Proofing,passable,0.7667,0.3333,12,true,/infographics/proofing.png,"moderate_overlap(wc=12,ov=0.33)","® 4 Proofing ["" pru tha] Henpling is the controlled discone.Tnx neo wi monour to reach a wigel bolting st"
491,Plato,passable,0.7667,0.3333,13,true,/infographics/plato.png,"moderate_overlap(wc=13,ov=0.33)",] Plato ec is I Pacthal EE I El A dcualty scale tha) sisputerrs BA | Itis wals areaisk of thisstitenl =. ww'isy in worr by Weight
492,Lactation,passable,0.7667,0.3333,14,true,/infographics/lactation.png,"moderate_overlap(wc=14,ov=0.33)",[¢) N—) Lactation NF (lask telgan) | Ag The physiological pariod whon a 7) 165) wiamutal produces ) A mill. afterting clar ) 7s composition and yiaad.
493,Sanitation,passable,0.7667,0.3333,14,true,/infographics/sanitation.png,"moderate_overlap(wc=14,ov=0.33)",mc Sanitation { £ ron Cohan The cleaning and | [ asselzrsiing on 4 - apoglners teap our igcer | oenizizaa tramers at : imcactors [eavies and during production
494,Dryness,passable,0.7667,0.3333,15,true,/infographics/dryness.png,"moderate_overlap(wc=15,ov=0.33)",I Dryness B (“drarinesl) a Dgynose is the FN iortennal oe of toy | reaizlod sagpy and | (o] a less irmed thizln sham rerrpentiit lon - consumes available sr
495,Bourbon,passable,0.7667,0.3333,16,true,/infographics/bourbon.png,"moderate_overlap(wc=16,ov=0.33)",Zz Bourbon Ibor bon! %® An snakuce cultivar ® arcoir deszasded qq ( frow kypics and hegad for speemess balanced cotaity and atcing cup potential.
496,Screening,passable,0.7667,0.3333,17,true,/infographics/screening.png,"moderate_overlap(wc=17,ov=0.33)",NA Screening ©0000 feetaind 00000 A grading step thot 00000 cahh geaever bhat = by bedenice using stheace with stherttarnsed hole dismeters
497,Estate Bottled,passable,0.6667,0.3333,22,true,/infographics/estate-bottled.png,"moderate_overlap(wc=22,ov=0.33)",~ Estate PAN bottled Lonal Gmunild 0) : > Issdate boxlled inpramv snes gran ~V a oul grasiniarsiine & a oR ; one flargnal toiso gioirGpian arc nusié cestton the legally defined aire
498,Aeropress,passable,0.7364,0.3636,11,true,/infographics/aeropress.png,"moderate_overlap(wc=11,ov=0.36)",— Aeropress B [AIR-oh-press] A manual coffee brewer that uses pressure and immarcinn +A Sip Studios - Sipopedia
499,Autumnal,passable,0.7364,0.3636,12,true,/infographics/autumnal.png,"moderate_overlap(wc=12,ov=0.36)","Autumnal fol tgannal / Releting to bill N NZ batwied conditions, /, often desusjose ¥ hare made from = laterxasson growth"
500,Arsenic,passable,0.7364,0.3636,13,true,/infographics/arsenic.png,"moderate_overlap(wc=13,ov=0.36)",Arsenic [AR-suh-nik] A toxic trace element monitored in water and ingredients tA anciira hav Sip Studios - Sipopedia
