rank,term,bucket,severity,ov,wc,term_ok,infographic_url,reason,ocr_preview
44,Groundwater,bad,1.1,0,15,true,/infographics/groundwater.png,"low_content_or_overlap(wc=15,ov=0.00)",[res fF Groundwater bf Appeartorndgia Moru:ra word buocamt the rem seoinurtmuved Unmitue: Es Cwpwhvrsi and Conguality Cae=> used the iutloors and £0 hlichicipal supapy.
45,Malt,bad,1.35,0,15,false,/infographics/malt.png,term_not_detected,"[me It] Mot be ghen that 74 lais nath corresed. get ontamuatnd \| ly) 7) biilding to cortento Re) ~~ expouiie rermmes soritvee., cnlles, and champinmate,Tiever,"
46,Mosaic,bad,1.35,0,15,false,/infographics/mosaic.png,term_not_detected,Mosali [mou celk] An Amerison hod interesinneriobd lapraes Bory in gr — oirluie acs perupdit withi tigo aromatior interekty.
47,Osmanthus,bad,1.35,0,15,false,/infographics/osmanthus.png,term_not_detected,Osmanthu: - (eimnamiriear Osmonithus naa ti 08a aznntbd oe Liontan. rut apmort fu. elmgaazco 2ino umunr comogtinim fiurci aromz
48,Oxidation,bad,1.1,0,15,true,/infographics/oxidation.png,"low_content_or_overlap(wc=15,ov=0.00)",Oxidation Tralee (seitch) (eo) Cremical resction with suppowrluel. are dlead to competcrty is ome waitts or oixed fooeming and ittatietatv lists in othets
49,Polyphenol,bad,1.35,0,15,false,/infographics/polyphenol.png,term_not_detected,"L Teeslte\wmn Qcorm $22 iquinipam amaun sit st. con cendicom sa iliteinnn eomp and, pliet nent ecdiauto ifm nutty"
50,Reconstitution,bad,1.35,0,15,false,/infographics/reconstitution.png,term_not_detected,a Reconstitutio cccoilcdimmed: ralenm Tee a ogiioial saelid EW) angtfidivand yaso at teenthurstnee to do whcli 0d xieeh thettli sect. and innor follime
51,Salinity,bad,1.35,0,15,false,/infographics/salinity.png,term_not_detected,"OY Salinit ) y jo.0 5 (4ne SO1EVY) B= The cownerisation of bind and time thereenting when rurplor, ans cenrttality toric ™t my or calivary usit. (Bias)"
52,Tanginess,bad,1.1,0,15,true,/infographics/tanginess.png,"low_content_or_overlap(wc=15,ov=0.00)",= TANGINES! y J \ I'tenginess? 0) Tanginessis the brigh anjiry satly stateroon @ prodased by bafanes + | retulily that makea: N (@] lee nouche sannriliver —) ANd reffashing
53,Tettnang,bad,1.35,0,15,false,/infographics/tettnang.png,term_not_detected,"// ey de. | 0 TT 72 A N\\ | ( VO. RN | = 3 | / i > 4 a <S | | wT EE Tettna NE Testinan the rigitzcily tlhoobmna stinr necenva aorue like dealcvieding iopokibiinie eagono recaasd. mpyare, andecaice Litte."
54,Trappist,bad,1.35,0,15,false,/infographics/trappist.png,term_not_detected,fe . EO $ Trappis| . tr roraros fit A bew broved unds + maghcticnt and wa 7 \ with it a trapeny 4 ) : citcary sccreding tel | 0 fi 0 raed stoirt AN produstion standar
55,Ultraviolet,bad,1.1,0,15,true,/infographics/ultraviolet.png,"low_content_or_overlap(wc=15,ov=0.00)",3.2 Ultraviolet The sesic imosl A rogilntncitat sutsswmc emprmurts xpse and te tt golv far grandos extreireing Dimtopotace pseuces dosinemment consident
56,Ascorbate,bad,1.1,0,16,true,/infographics/ascorbate.png,"low_content_or_overlap(wc=16,ov=0.00)","LB <> onc /\ Ascorbate (irfBuctitiod) The erer some of securive anduaims as thie robral pas Aeuchneg) Wesl, dialr, : flaver, and Ywtritional vaura"
57,Barrique,bad,1.1,0,16,true,/infographics/barrique.png,"low_content_or_overlap(wc=16,ov=0.00)",> Barrique — Cimiltue Fedn SA ‘agrel Ea suslaip cosce 8lés do Runiest p—y == te nanvrmabipel and cde. Sil'arrce tduntemt oaendtiee Ckygen expiosure
58,Brunello,bad,1.1,0,16,true,/infographics/brunello.png,"low_content_or_overlap(wc=16,ov=0.00)",Brunello | /bntndlou/ | Load nemorlor Sangleansa ituasso end aber reand — Lorres (angi feco fuassa suk oxkle entnely from it
59,Calcium,bad,1.1,0,16,true,/infographics/calcium.png,"low_content_or_overlap(wc=16,ov=0.00)",(Ca) Calcium re A reoitticre moruial ( | E— conoettiim cummiages \/ ‘Uy iosicline p conraoins dals tve qiarak the goro nesicfor pumer — taste iasting plante.
60,Churning,bad,1.35,0,16,false,/infographics/churning.png,term_not_detected,Churnin | [Virmman] [== — Churring is vigprcauw agiaace s'vutea otth uoaenied Syfobeat' v mos aisese and Viart has Kuttor grams an buttenniik.
61,Cloudiness,bad,1.1,0,16,true,/infographics/cloudiness.png,"low_content_or_overlap(wc=16,ov=0.00)","fs CLOUDINESS ; 0 torpacs wow [sfo rm The rerual kesa reards > oy the aunimved strifle muin a the in filerezs iasspectures, heads and aory oner explessrperations."
62,Distillation,bad,1.35,0,16,false,/infographics/distillation.png,term_not_detected,Distillatio < Vd.ulbe& ght o Dstilution is the proce: sc clrermemmny and —aB em rommmrtaning leseral \ = and mare conrozing = to hurrrly ieperding you conneuind a fermencal tuplic.
63,Dripper,bad,1.1,0,16,true,/infographics/dripper.png,"low_content_or_overlap(wc=16,ov=0.00)",/) Dripper / orlalsh ee el a snerwill know zie to tine mae treak and giusaner whike yaursr pomod ther ad Eel on into is devia or sup.
64,Glacial,bad,1.1,0,16,true,/infographics/glacial.png,"low_content_or_overlap(wc=16,ov=0.00)",Glacial v4 1 pledtialt a conhcor cescriptor in vrateer “~~ cugipioriing man ~Ne. tuice of=niication ~~ carco rvtat totons enteonyunsing fon poirig and contanism.
65,Juiciness,bad,1.1,0,16,true,/infographics/juiciness.png,"low_content_or_overlap(wc=16,ov=0.00)","Juiciness / Tettiik Henst Thy sgececard shunders ~ to hemdebaranent hvwbapp0, neggitlie’ tby a sunl dectte'd & fridith, retter a and 0 maniyhsranning efffter"
66,Kalita,bad,1.1,0,16,true,/infographics/kalita.png,"low_content_or_overlap(wc=16,ov=0.00)",A Kalita Atinkf«ottom pour. vein pocimel taregrace for weird dnoring tome costigien ints will nhurc through smail ouleh f
67,Kefir,bad,1.35,0,16,false,/infographics/kefir.png,term_not_detected,"(IT 48 Kefi ¢fkorhni Laghie allannctival nalg viiten, rate} an trcoono vr: and losutr thevowmatecs Lelthe 12010 the sxio cares, and compust tiors!"
68,Potability,bad,1.1,0,16,true,/infographics/potability.png,"low_content_or_overlap(wc=16,ov=0.00)","POTABILITY (Comertredsirgm) Tho omstribiicatty abste, Edel green nema sacitacle Svould cinist croe Yor the siwrliuvant and frevomty supilartidions"
69,Pressing,bad,1.35,0,16,false,/infographics/pressing.png,term_not_detected,"| ezmmem [TT] momma 1 ° —L—, Pressin FS, fovea Th rforrteal CODON cermin ee alreated inrtapld at to uvirrtod icod or rrsiptlo d— tlo sppercny tsipldly, ax from collok"
70,Ristretto,bad,1.1,0,16,true,/infographics/ristretto.png,"low_content_or_overlap(wc=16,ov=0.00)",= Ristretto & Arigtrrotte/ = = A imiairence progared ay M) nelo ysur sveo=d rtran | a promsed an to setiplitossd eur emficatian. yards and detesed Pent? thleartmism.
71,Sweetener,bad,1.1,0,16,true,/infographics/sweetener.png,"low_content_or_overlap(wc=16,ov=0.00)","\ Sweetener & / is [dnay) a <Q An ingnubers adduit to keresiom erestites gl mezlhiriea will cnndlchte Py . Tude, with feabesing, fori LJ Prasihhon in qulile frull ichaiecter,"
72,Typica,bad,1.1,0,16,true,/infographics/typica.png,"low_content_or_overlap(wc=16,ov=0.00)",@ Typica [ Tiwt howy/ Our at bugeident DaAZie Tenr ROW hacirnnitt amamed e.m youne &nll mamsesthil ccxmavjganely tew vatck
73,Aseptic,bad,1.1,0,17,true,/infographics/aseptic.png,"low_content_or_overlap(wc=17,ov=0.00)",& Aseptic me § P /b _\ ArfkLIoUn ra Actire gusisthitsneepsating raclissss may- catentting &) yre aviimiahauzsdce of \ olcmreening compistting . uantsooures onar reiting uolale in sha goments
74,Brettanomyces,bad,1.35,0,17,false,/infographics/brettanomyces.png,term_not_detected,"Brettanomycs the doverimla mt. Bimmaxcompod it & weak sene ited can procsiny avrlie, lorim will and tre hiads a noill thar arzre 6 termentation bovwragecd"
75,Carignan,bad,1.1,0,17,true,/infographics/carignan.png,"low_content_or_overlap(wc=17,ov=0.00)",: ° MY. Carignan (lie og 798) Producivis Moltiens foiclietsto Ems leat are aaluarsary righ aser.ant tkice husim ahernt aomdce-to corsasrnntion
76,Decoction,bad,1.35,0,17,false,/infographics/decoction.png,term_not_detected,Jar hax Hand Decootion is a mesh coptets wigivisi witt af the leaab a dosed and mscrasls to 9 sext acmooraia o d and firvae by mair charaches ANN
77,Dry Extract,bad,1.35,0,17,false,/infographics/dry-extract.png,term_not_detected,| | i FOERR Mic 'ssand to the voun. { ( apgvate iowhby ascireting { . exomsstaninng ane boay and] pms ricer by wvat tioin\dndanay coeky and remaznnathen
78,Gross Lees,bad,1.35,0,17,false,/infographics/gross-lees.png,term_not_detected,Ba Losd's serdarer tha garulideuer fax «rie and xed the giie#t frece and orio actetenrbito sunirii tinhly bo.vinar ned came with rrates.
79,Gyropalette,bad,1.35,0,17,false,/infographics/gyropalette.png,term_not_detected,597) Gyropalett Q NollvAuGostliec \ dt nes Premraala sighing sep >) q ceed: dadilema yrinfi SN fizplrrectirelmhrdec at vons aicne iprria sor hecera dagzrgamett
80,Hardness,bad,1.1,0,17,true,/infographics/hardness.png,"low_content_or_overlap(wc=17,ov=0.00)","Hardness < [ trenease/ Ee A insipects of attociund calcrum ""nD | ard inguad unrt titd the eveell iettiars proa excasdes and havie will waver fists in the mo.."
81,Liberica,bad,1.1,0,17,true,/infographics/liberica.png,"low_content_or_overlap(wc=17,ov=0.00)","Liberica #0 Egohiimg A mate scuppsity with bang: basedtal store and aabevsfex otliing. voarnrly Costed, huat NN diffcle, prudty fraim smetles and eclicials"
82,Maragogipe,bad,1.1,0,17,true,/infographics/maragogipe.png,"low_content_or_overlap(wc=17,ov=0.00)",\\«~ Maragogipe 9 Cyn oOLiits) An unclogs fodiation cazegraml| fi rcammisi pese dissen. Les Ouinir ndiverttable stip quelli ~~ dispanding so \ XZ cutlivation and react:
83,Nectar,bad,1.1,0,17,true,/infographics/nectar.png,"low_content_or_overlap(wc=17,ov=0.00)",J—A NECTAR oa (maktor) é | | A ucce fereroge me whatito Haueing —— nesshe the voles AL ==] 3isé snme obal. oN i | comtoctanl \ | semrencring to | soich o dmnable «J heuvonand belowedtlevas
84,Reduction,bad,1.1,0,17,true,/infographics/reduction.png,"low_content_or_overlap(wc=17,ov=0.00)","Reduction < /It dultyoal Lircener.oivygen conditus 0 a Tuls nahd for wne ¢memzed a maude. /' > suber gxitleed, a trase 2) sack ce sheck him or rul"
85,Refreshment,bad,1.1,0,17,true,/infographics/refreshment.png,"low_content_or_overlap(wc=17,ov=0.00)","Refreshment (2% TLogrboll) This mevery arfect of aarcrer suoian frorte adiitred podir geanshing squen, rmiuac/. uuspommsalze asculity arenits, and cloas rioush."
86,Tannin,bad,1.1,0,17,true,/infographics/tannin.png,"low_content_or_overlap(wc=17,ov=0.00)","V2 Tannin = /Tanh/ foe Phenple compoune torpnsit. int sbarts stanes, and and bloly ciunt harces bolldrness, elf-sanp and ageoer thy grif"
87,Viognier,bad,1.1,0,17,true,/infographics/viognier.png,"low_content_or_overlap(wc=17,ov=0.00)","Viognier Convneus gool Adrteser withe graps goihing im hre csed mIrpusss most fyey, friadl natice and specciol moanas resdity."
88,Yabukita,bad,1.35,0,17,false,/infographics/yabukita.png,term_not_detected,N 7 vabukita | [yer-smo likee -tist] 1 TS. Nourdes to the Blonnbec ditrandns de coppics Ooropuede hnelisre:te: V) piraes 221(and your wi and a lottebracc lendilic heror profille.
89,Aguardiente,bad,1.25,0,18,false,/infographics/aguardiente.png,term_not_detected,"\ [] Aguardient (84 -grardindeesSN 32), Aguastlenra is d blcai] ivenanaw. sberkth gaosts figowise ausedeivy efig'a As. dns virests sba naatee olal ecamettinas Ravame amse."
90,Arabica,bad,1,0,18,true,/infographics/arabica.png,"low_content_or_overlap(wc=18,ov=0.00)",Arabica ( crestalles’ QQ A soffers poicess witte th extireniher invairdions fot girving Brondrss nag wiitth preveecby aed for lsinicking profesmest on migher ewnmements.
91,Chiller,bad,1,0,18,true,/infographics/chiller.png,"low_content_or_overlap(wc=18,ov=0.00)",& Chiller d [chly-et] Intircatizss hot specity lasite'wiine waunetire and wii |ipice driagn szpccolad To a grem dreh@nnce of caso mtaclionl pecnls. -
92,Coldpress,bad,1,0,18,true,/infographics/coldpress.png,"low_content_or_overlap(wc=18,ov=0.00)","EEE Hin ER a Coldpress [F=ittli year) mm A xorvebldedation / \ sochutiens, nd pice flecticl plaalsing, with snecdpre L. hane ovouinay notthog oN frrom arorie, sot or, and loa"
93,Degassing,bad,1,0,18,true,/infographics/degassing.png,"low_content_or_overlap(wc=18,ov=0.00)","[J / Degassing fr mud ald iE This relesta of diridled 1C0Minne titttts mare-thd — 1800m gired lleas W— D 20349 aeBluyam Vreab/Iuidys, retess and puesiazy stiesanls."
94,Desalination,bad,1.25,0,18,false,/infographics/desalination.png,term_not_detected,vo Dooalinat > . esalinatior 0 A Fu deinrtinoif Ithoverrnica The abdddyy of dtocor hite NNN utillrk <rmi-oisavrdinmmens porriaty og exmrasw she aher fuodesrd tor shecking NNN
95,Ibu,bad,1.25,0,18,false,/infographics/ibu.png,term_not_detected,"=) BU Latte You! OU rrepce taic cordbnst, bnbhpege, diete guil tusleg euz Du itommandcan ei tevordliés quilh emsacueit Béih pratiimret your Efherrees.."
96,Isomerization,bad,1.25,0,18,false,/infographics/isomerization.png,term_not_detected,"pou Isomerizatio O CW Abairze lore atmerrhel lupner seatiun is the mist drinxtinotmlr anvatlingyv alplfe o a-Udires tube getible waulla he nacls \%,5/ during wonl bellling."
97,Microfiltration,bad,1.25,0,18,false,/infographics/microfiltration.png,term_not_detected,"elo ® ® LO . © ° Microflitration = Latclse, ccoimliarm Micaefination’a. insosase & oarrousing expirmemrt & chamots. detalce and bagic ourttious. foeor atfovatie. exsfluding. mast blase and compoverts."
98,Remineralization,bad,1.25,0,18,false,/infographics/remineralization.png,term_not_detected,"[] Reminera- lization Branpe soceshur, Ify Riir @ Narh The psst-eeshment addiiom a inikonution at vwaruvae o plniny addrrite, acumenus onivhzae fromi measive purficatiors."
99,Teroldego,bad,1,0,18,true,/infographics/teroldego.png,"low_content_or_overlap(wc=18,ov=0.00)",Teroldego flier unploget Alone baces grays €00Ss niremen produimg praply aclered nusme with put tann bust cumy* and ruslic tamin.
100,Bobal,bad,1.25,0,19,false,/infographics/bobal.png,term_not_detected,"Aoor bott! Sleceunr basct-gappe manga ser brireg. wvoere. thas kssty: aclren minco anor, nabdie r vienloole afaily, poythoran& new whisH."
101,Channeling,bad,1,0,19,true,/infographics/channeling.png,"low_content_or_overlap(wc=19,ov=0.00)",| 4 )) ov 9 0 fo ° wif: Channeling [3 bes /ic%ennsibne/ LJ ' Uaronn whee fleir fiactenck srollera Ind therthe roaeigrt.;ann Aeast vith wads wna Cleing wates.
102,Clarifier,bad,1,0,19,true,/infographics/clarifier.png,"low_content_or_overlap(wc=19,ov=0.00)",Clarifier i althred pem : a pig Coisotainecc gaho eC eo © ecomad urs ca mgra > @ ¥ senatd ofiler vicrraet a hiclad Inoxees fiex i ecnamal jeedewmta wendrertel apopobares.
103,Diacetyl,bad,1.25,0,19,false,/infographics/diacetyl.png,term_not_detected,Oo JL) Diacetyi (@) ER LEOMEC DITO 4 Voconts is prieifind 3 precear:i thet ginss play ‘c-§ osry of” tee armeeral ciusing and iawn satiing isinnateen SEE uwirimaication have
104,Hydrology,bad,1,0,19,true,/infographics/hydrology.png,"low_content_or_overlap(wc=19,ov=0.00)","0 00 HYDROLOGY C) W/E \PHICE MOTE Zs The fwnpese DCF casise a susioopnete. diallcantion, SN youd tedmage corumre Ey >) cavilane specs. \ at Ood msuuvote and “= \ palsical bose. NIN NN NINN a SN"
105,Minerality,bad,1,0,19,true,/infographics/minerality.png,"low_content_or_overlap(wc=19,ov=0.00)","Minerality i'me nor a la-ie \ 7 sEqray con, usggesing etala, Doloe cf 311% Has flarrnations hve and;atEter heve dresity met rakible flerer A oon ~~"
106,MundoNovo,bad,1.25,0,19,false,/infographics/mundonovo.png,term_not_detected,Mundo Novo A sean:azimnton/ 1: 1 siznren plumation. begxa chirahing thoian far yoring you n.ea.n. and pas: of yoo to jit miner zeonality in thoeal and ciacerane.
107,Thermization,bad,1.25,0,19,false,/infographics/thermization.png,term_not_detected,Th izati Dao. car ait aintl Thera ours bt at tnuld helt corua net shige to ouithem cwitdnese and to your salt knew cy iroffer youneerting;
108,Zinfandel,bad,1,0,19,true,/infographics/zinfandel.png,"low_content_or_overlap(wc=19,ov=0.00)",= | zinfandel » MMUIEFTICTIEN Pala) rAANL Yoy a gropo (dla indrag grova ry 7 for gachcas J g l hatup.jand cap = JF foun zaurtion sapcictets cancsiais supiies and apnato
109,Carmenere,bad,1.25,0,20,false,/infographics/carmenere.png,term_not_detected,"Carméner /kér me.ner/ ) Lake tipening bordeaur 3 en) mrtule mus aes3chah. b Vit C a) Chike lpriaezing dusdiy, ceinada anjua, cum dansrri heroa. and sort fanmnis."
110,Darjeeling,bad,1.25,0,20,false,/infographics/darjeeling.png,term_not_detected,"\ . . RE Darjecling Vat ( Kin‘aging) —{ ai ) 74 accilding ¢ hee ageirs end acounting fianre of tiram and a trepatklir sased Inde seats, your awiing you you and ausanes."
